what the cheapest round trip fare between ci0 and ci1	( min $0 ( exists $1 ( and ( from $1 ci0 ) ( to $1 ci1 ) ( round_trip $1 ) ( = ( fare $1 ) $0 ) ) ) )
show me all flight from ci0 to ci1 area	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me the price of all flight from ci1 to ci0	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( from $1 ci1 ) ( to $1 ci0 ) ( = ( fare $1 ) $0 ) ) ) )
give me a flight from ci0 to ci1 on da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
list flight from ci0 to ci1 on da0 afternoon and da1 morn	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( or ( and ( during_day $0 afternoon:pd ) ( day $0 da0 ) ) ( and ( during_day $0 morning:pd ) ( day $0 da1 ) ) ) ) )
i would like inform on flight leav ci0 in the afternoon arriv in ci1	( lambda $0 e ( and ( flight $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i need a reserv from ci1 to ci0	( lambda $0 e ( and ( from $0 ci1 ) ( to $0 ci0 ) ) )
list three earliest flight from ci0 to ci1 on da0	( argmin $0 ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) ( departure_time $0 ) )
show me the flight avail from ci0 to ci1 leav ci0 in the morn	( lambda $0 e ( and ( flight $0 ) ( during_day $0 morning:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me the nonstop flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( nonstop $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
find the earliest breakfast flight from ci0 to ci1	( argmin $0 ( and ( flight $0 ) ( meal $0 breakfast:me ) ( from $0 ci0 ) ( to $0 ci1 ) ) ( departure_time $0 ) )
are there ani nonstop flight from ci0 to ci1 on da0	( lambda $0 e ( and ( flight $0 ) ( nonstop $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
show me flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me all the flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
i would like to book a flight from ci0 to ci1 on mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
what is restrict rc0	rc0
what flight do you have from ci1 to ci0 on the morn of mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( during_day $0 morning:pd ) ( from $0 ci1 ) ( to $0 ci0 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
could you list for me the flight that leav ci0 on da0 and arriv in ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
which airlin have nonstop flight from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( nonstop $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( airline:e $1 ) $0 ) ) ) )
i want to depart ci0 mn0 dn0 to ci1 least expens fare	( argmin $0 ( and ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) ( fare $0 ) )
give me flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
which airlin have first class flight today	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( class_type $1 first:cl ) ( today $1 ) ( = ( airline:e $1 ) $0 ) ) ) )
ground transport in ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
am flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( during_day $0 morning:pd ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
list all flight on al0 from ci0 to ci1 which depart after ti0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( > ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
flight on al0 from ci0 to ci1 on da0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
find travel arrang for a round trip flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( round_trip $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what is the earliest flight depart ci0 and arriv in ci1 on mn0 dn0	( argmin $0 ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) ( departure_time $0 ) )
cheapest airfar from ci0 to ci1	( min $0 ( exists $1 ( and ( from $1 ci0 ) ( to $1 ci1 ) ( = ( fare $1 ) $0 ) ) ) )
are there ani flight from ci0 to ci1 which stop over in ci2	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( stop $0 ci2 ) ) )
now i need a flight leav ci0 and arriv in ci1 no later than ti0 next da0	( lambda $0 e ( and ( flight $0 ) ( < ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
show me flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
doe al0 have a flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me the list of flight between ci0 and ci1 that leav in the afternoon	( lambda $0 e ( and ( flight $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show flight from ci1 into ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
even flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( during_day $0 evening:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what ground transport is avail in ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
give me all nonstop from ci0 citi to ci1 that arriv on a da0	( lambda $0 e ( and ( nonstop $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_arrival $0 da0 ) ) )
list flight from ci0 to ci1 on da0 afternoon	( lambda $0 e ( and ( flight $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
name of airport	( lambda $0 e ( airport $0 ) )
what kind of aircraft is use on a flight from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( aircraft_code $1 ) $0 ) ) ) )
show me the flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
how mani peopl fit on a ac0	( capacity ac0 )
what ground transport is avail at ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
i would like a flight that leav on da0 from ci0 to ci1 that make a stop in ci2	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( stop $0 ci2 ) ( day $0 da0 ) ) )
what airlin fli from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( airline:e $1 ) $0 ) ) ) )
show me all flight from ci1 to ci0 next da0 which leav after ti0	( lambda $0 e ( and ( flight $0 ) ( > ( departure_time $0 ) ti0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( day $0 da0 ) ) )
ci0 to ci1 da0	( lambda $0 e ( and ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
list the airlin that have nonstop afternoon flight from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( nonstop $1 ) ( during_day $1 afternoon:pd ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( airline:e $1 ) $0 ) ) ) )
are there ani flight from ci0 to ci1 on da0 mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
list the flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
could you pleas tell me first flight leav ci1 to ci0 on a ac0 on mn0 dn0	( argmin $0 ( and ( flight $0 ) ( aircraft_code $0 ac0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) ( departure_time $0 ) )
find a flight between ci0 and ci1 the flight should be in the afternoon and arriv close to ti0 the flight should be nonstop	( lambda $0 e ( and ( flight $0 ) ( nonstop $0 ) ( approx_arrival_time $0 ti0 ) ( during_day $0 afternoon:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
give me the flight and fare on mn0 dn0 from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ( = ( fare $0 ) $1 ) ) ) )
list all daili flight between ci0 and ci1 and between ci1 and ci0 use al0	( lambda $0 e ( and ( flight $0 ) ( daily $0 ) ( airline $0 al0 ) ( or ( and ( from $0 ci1 ) ( to $0 ci0 ) ) ( and ( from $0 ci0 ) ( to $0 ci1 ) ) ) ) )
i would like some inform on flight leav ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
pleas show me airlin with flight from ci0 to ci1 with stop in ci2	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( stop $1 ci2 ) ( = ( airline:e $1 ) $0 ) ) ) )
doe flight al0 fn0 from ci0 to ci1 leav on da0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( flight_number $0 fn0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
what citi doe al0 servic	( lambda $0 e ( and ( city $0 ) ( services al0 $0 ) ) )
what flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me all flight from ci0 to ci1 on da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
what are the flight from ci0 to ci1 on da0 afternoon	( lambda $0 e ( and ( flight $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
what flight are provid by al0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ) )
i need fare inform from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( from $1 ci0 ) ( to $1 ci1 ) ( = ( fare $1 ) $0 ) ) ) )
what flight are avail from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me flight from ci0 to ci1 earli am on da0	( lambda $0 e ( and ( flight $0 ) ( during_day $0 early:pd ) ( during_day $0 morning:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
can i get from ci1 to ci0 leav in the morn and arriv in the morn	( lambda $0 e ( and ( during_day_arrival $0 morning:pd ) ( during_day $0 morning:pd ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
show me the cheapest flight arriv in ci0 on mn0 dn0 start from ci1	( argmin $0 ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( day_number_arrival $0 dn0 ) ( month_arrival $0 mn0 ) ) ( fare $0 ) )
can you list all flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
what doe code fb0 mean	fb0
what fare code cover flight from ci1 to ci0	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( from $1 ci1 ) ( to $1 ci0 ) ( = ( fare $1 ) $0 ) ) ) )
find travel arrang for a round trip flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( round_trip $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what is the latest flight i can take from ci1 to ci0	( argmax $0 ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) ( departure_time $0 ) )
are there ani flight from ci1 to ci0 which stop in ci2	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( stop $0 ci2 ) ) )
what are the flight from ci0 to ci1 also on da0 mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
airport	( lambda $0 e ( airport $0 ) )
i need a flight from ci0 to ci1 on dn0 of mn0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
what are the time that you have plane leav from ci0 go to ci1 on mn0 dn0	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( day_number $1 dn0 ) ( month $1 mn0 ) ( = ( departure_time $1 ) $0 ) ) ) )
give me a flight from ci0 citi to ci1 and a flight from ci2 to ci1 that arriv at the same time	( lambda $0 e ( exists $1 ( and ( flight $0 ) ( flight $1 ) ( from $0 ci0 ) ( to $0 ci1 ) ( from $1 ci2 ) ( to $1 ci1 ) ( = ( arrival_time $0 ) ( arrival_time $1 ) ) ) ) )
what price is a limousin servic to ci0 ap0	( lambda $0 e ( exists $1 ( and ( limousine $1 ) ( from_airport $1 ap0 ) ( = ( ground_fare $1 ) $0 ) ) ) )
show me the flight from ci0 to ci1 next da0 night after ti0 o'clock	( lambda $0 e ( and ( flight $0 ) ( > ( departure_time $0 ) ti0 ) ( during_day $0 late:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
what is the cheapest fare for a one way flight from ci0 to ci1	( min $0 ( exists $1 ( and ( flight $1 ) ( oneway $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( fare $1 ) $0 ) ) ) )
how mani flight doe al0 have in busi class	( count $0 ( and ( flight $0 ) ( airline $0 al0 ) ( class_type $0 business:cl ) ) )
what is the latest flight from ci0 to ci1 that serv a meal	( argmax $0 ( and ( flight $0 ) ( has_meal $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) ( departure_time $0 ) )
list all flight from ci0 to ci1 on al0 which depart on da0 and serv meal	( lambda $0 e ( and ( flight $0 ) ( has_meal $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
look for a flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
is ground transport avail in ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
what is first flight from ci0 to ci1 on da0 mn0 dn0 that leav after ti0	( argmin $0 ( and ( flight $0 ) ( > ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) ( departure_time $0 ) )
what are the flight from ci0 to ci1 on al0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
pleas list the da0 flight from ci0 to ci1 on al0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
show me the ground transport to ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
how mani peopl fli on a turboprop	( lambda $0 e ( exists $1 ( and ( turboprop $1 ) ( = ( capacity $1 ) $0 ) ) ) )
all flight from ci0 to ci1 on mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
could i have a list of flight in first class on da0 from ci0 to ci1 start at ti0 and afterward	( lambda $0 e ( and ( flight $0 ) ( class_type $0 first:cl ) ( > ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
show me the flight from ci1 to ci0 on the morn of mn0 dn0 yr0	( lambda $0 e ( and ( flight $0 ) ( during_day $0 morning:pd ) ( from $0 ci1 ) ( to $0 ci0 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ( year $0 yr0 ) ) )
what the lowest round trip fare from ci0 to ci1	( min $0 ( exists $1 ( and ( from $1 ci0 ) ( to $1 ci1 ) ( round_trip $1 ) ( = ( fare $1 ) $0 ) ) ) )
thank you veri much now can you help me with inform on flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me all flight from ci0 to ap0 nonstop	( lambda $0 e ( and ( flight $0 ) ( nonstop $0 ) ( from $0 ci0 ) ( to $0 ap0 ) ) )
show me the cheapest fare from ci1 to ci0 leav on a da0	( min $0 ( exists $1 ( and ( from $1 ci1 ) ( to $1 ci0 ) ( day $1 da0 ) ( = ( fare $1 ) $0 ) ) ) )
sure i'd like to determin what aircraft are use on mn0 dn0 leav from ci0 and arriv in ci1 on mn0 dn0	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( day_number $1 dn0 ) ( month $1 mn0 ) ( day_number_arrival $1 dn0 ) ( arrival_month $1 mn0 ) ( = ( aircraft_code $1 ) $0 ) ) ) )
find a flight from ci0 to ci1 on da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
list flight from ci0 to ci1 on da0 mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
how mani citi are serv by al0 with first class flight	( count $0 ( and ( city $0 ) ( exists $1 ( and ( flight $1 ) ( airline $1 al0 ) ( class_type $1 first:cl ) ( to $1 $0 ) ) ) ) )
what doe al0 stand for	al0
show me all the flight between ci0 and either ci1 or ci2 that depart between ti0 and ti1	( lambda $0 e ( and ( flight $0 ) ( > ( arrival_time $0 ) ti0 ) ( < ( arrival_time $0 ) ti1 ) ( from $0 ci0 ) ( or ( to $0 ci1 ) ( to $0 ci2 ) ) ) )
i'm look for flight from ci0 to ci1 leav befor ti0	( lambda $0 e ( and ( flight $0 ) ( < ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
flight from ci0 to st0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 st0 ) ) )
flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
pleas give me fare from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( from $1 ci0 ) ( to $1 ci1 ) ( = ( fare $1 ) $0 ) ) ) )
show me all the da0 flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
what doe restrict rc0 mean	rc0
show me all flight from ci0 to ci1 which arriv in ci1 befor ti0 o'clock pm on da0	( lambda $0 e ( and ( day_arrival $0 da0 ) ( < ( arrival_time $0 ) ti0 ) ( to $0 ci1 ) ( to $0 ci1 ) ( from $0 ci0 ) ( flight $0 ) ) )
i would like a nonstop flight from ci0 to ci1 leav in the afternoon	( lambda $0 e ( and ( flight $0 ) ( nonstop $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i need a flight from ci0 citi to ci1 tomorrow	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( tomorrow $0 ) ) )
give me flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i'd like a round trip ticket from ci0 to ci1 washington	( lambda $0 e ( and ( round_trip $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me the flight from ci0 to ci1 in first class	( lambda $0 e ( and ( flight $0 ) ( class_type $0 first:cl ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me the flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what ground transport is there from ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
flight from ci0 new jersey to ci1 ohio	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show ani flight leav ci0 on da0 and arriv in ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
okay on da0 mn0 dn0 i'd like to go from ci0 to ci1 earli in the morn	( lambda $0 e ( and ( during_day $0 early:pd ) ( during_day $0 morning:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
show me a list of flight on mn0 dn0 leav ci0 to ci1 leav ci0 after ti0	( lambda $0 e ( and ( flight $0 ) ( > ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
show me the al0 from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what doe the fare code fb0 mean	fb0
show me a list of flight from ci0 to ci1 on mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
can you show me the list of flight that fli from ci1 to ci0 via ci2	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( stop $0 ci2 ) ) )
what flight go from ci1 to ci0 with a stop in ci2	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( stop $0 ci2 ) ) )
find me the earliest flight from ci0 to ci1 and the latest return from ci1 to ci0 within the same day	( lambda $0 e ( exists $1 ( and ( = $0 ( argmin $2 ( and ( flight $2 ) ( from $0 ci0 ) ( to $0 ci1 ) ) ( arrival_time $2 ) ) ) ( = $1 ( argmax $2 ( and ( flight $2 ) ( to $0 ci0 ) ( from $0 ci1 ) ) ( departure_time $2 ) ) ) ) ) )
what are the flight from ci0 to ci1 in the afternoon	( lambda $0 e ( and ( flight $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
flight from ci0 to ci1 where the round trip fare is less than do0	( lambda $0 e ( and ( flight $0 ) ( < ( fare $0 ) do0 ) ( round_trip $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
find travel arrang for a round trip flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( round_trip $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me the flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me flight from ci0 to ci1 on da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
what time doe the da0 morn ti0 flight leav ci1 arriv in ci0	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( departure_time $1 ti0 ) ( from $1 ci1 ) ( to $1 ci0 ) ( day $1 da0 ) ( = ( arrival_time $1 ) $0 ) ) ) )
show me the shortest flight from ci0 to ci1 which arriv in ci1 da0 befor ti0	( argmin $0 ( and ( flight $0 ) ( < ( arrival_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_arrival $0 da0 ) ) ( time_elapsed $0 ) )
what al0 are avail to fli from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
list all takeoff and land at ap0	( lambda $0 e ( and ( flight $0 ) ( or ( from $0 ap0 ) ( to $0 ap0 ) ) ) )
what flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what doe the fare code fb0 mean	fb0
ground transport between ap0 airport and ci0 downtown in ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ( from_airport $0 ap0 ) ) )
pleas show me flight from ci0 to ci1 on da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
give me the flight from ci0 to ci1 on mn0 dn0 and dn1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( or ( day_number $0 dn0 ) ( day_number $0 dn1 ) ) ( month $0 mn0 ) ) )
what flight from ci0 to ci1 in the morn	( lambda $0 e ( and ( flight $0 ) ( during_day $0 morning:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what is the fare on mn0 dn0 go one way from ci1 to ci0	( lambda $0 e ( exists $1 ( and ( oneway $1 ) ( from $1 ci1 ) ( to $1 ci0 ) ( day_number $1 dn0 ) ( month $1 mn0 ) ( = ( fare $1 ) $0 ) ) ) )
i'd like to get a flight from ci1 to ci2 with a stopov in ci0 for mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci2 ) ( stop $0 ci0 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
i'd like first flight in the morn from ci0 to ci1	( argmin $0 ( and ( flight $0 ) ( during_day $0 morning:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) ( departure_time $0 ) )
i want to fli from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what flight do you have today from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( today $0 ) ) )
show me the morn flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( during_day $0 morning:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i need a flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me al0 from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
show me the flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me flight from ci1 to ci0 arriv befor ti0	( lambda $0 e ( and ( flight $0 ) ( < ( arrival_time $0 ) ti0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
show me all the flight from ci0 and all the flight from ci1 that arriv at ci2 around ti0	( lambda $0 e ( and ( flight $0 ) ( approx_arrival_time $0 ti0 ) ( or ( from $0 ci0 ) ( from $0 ci1 ) ) ( to $0 ci2 ) ) )
is there a flight on al0 from ci1 to ci0 with a stop in ci2	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( stop $0 ci2 ) ) )
what is the round trip fare on al0 fn0 from ci1 to ci0 and return	( lambda $0 e ( exists $1 ( and ( round_trip $1 ) ( airline $1 al0 ) ( flight_number $1 fn0 ) ( from $1 ci1 ) ( to $1 ci0 ) ( = ( fare $1 ) $0 ) ) ) )
list daili flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( daily $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
